CODGEO,AAV2020,LIBAAV2020,CATEAAV2020
67071,000,Commune hors attraction des villes,30
67072,000,Commune hors attraction des villes,30
67073,158,Sélestat,20
67074,368,Wissembourg (partie française),20
67075,368,Wissembourg (partie française),20
67076,010,Strasbourg (partie française),20
67077,010,Strasbourg (partie française),20
67078,010,Strasbourg (partie française),20
67079,000,Commune hors attraction des villes,30
67080,010,Strasbourg (partie française),20
67081,010,Strasbourg (partie française),20
67082,010,Strasbourg (partie française),20
67083,000,Commune hors attraction des villes,30
67084,158,Sélestat,20
67085,010,Strasbourg (partie française),20
67086,010,Strasbourg (partie française),20
67087,127,Haguenau,20
67088,000,Commune hors attraction des villes,30
67089,010,Strasbourg (partie française),20
67090,010,Strasbourg (partie française),20
67091,537,Sarre-Union,20
67092,158,Sélestat,20
67093,127,Haguenau,20
67094,158,Sélestat,20
67095,000,Commune hors attraction des villes,30
67096,010,Strasbourg (partie française),20
67097,010,Strasbourg (partie française),20
67098,010,Strasbourg (partie française),20
67099,537,Sarre-Union,20
67100,010,Strasbourg (partie française),20
67101,010,Strasbourg (partie française),20
67102,010,Strasbourg (partie française),20
67103,000,Commune hors attraction des villes,30
67104,000,Commune hors attraction des villes,30
67105,000,Commune hors attraction des villes,30
67106,010,Strasbourg (partie française),20
67107,010,Strasbourg (partie française),20
67108,010,Strasbourg (partie française),20
67109,010,Strasbourg (partie française),20
67110,127,Haguenau,20
67111,000,Commune hors attraction des villes,30
67112,010,Strasbourg (partie française),20
67113,000,Commune hors attraction des villes,30
67115,158,Sélestat,20
67116,158,Sélestat,20
67117,010,Strasbourg (partie française),20
67118,010,Strasbourg (partie française),12
67119,010,Strasbourg (partie française),20
67120,010,Strasbourg (partie française),20
67121,058,Colmar,20
67122,010,Strasbourg (partie française),20
67123,127,Haguenau,20
67124,010,Strasbourg (partie française),20
67125,000,Commune hors attraction des villes,30
67126,000,Commune hors attraction des villes,30
67127,010,Strasbourg (partie française),20
67128,010,Strasbourg (partie française),20
67129,000,Commune hors attraction des villes,30
67130,010,Strasbourg (partie française),20
67131,010,Strasbourg (partie française),20
67132,127,Haguenau,20
67133,000,Commune hors attraction des villes,30
67134,000,Commune hors attraction des villes,30
67135,010,Strasbourg (partie française),20
67136,000,Commune hors attraction des villes,30
67137,010,Strasbourg (partie française),20
67138,010,Strasbourg (partie française),20
67139,010,Strasbourg (partie française),20
67140,000,Commune hors attraction des villes,30
67141,127,Haguenau,20
67142,000,Commune hors attraction des villes,30
67143,000,Commune hors attraction des villes,30
67144,010,Strasbourg (partie française),20
67145,010,Strasbourg (partie française),20
67146,010,Strasbourg (partie française),20
67147,000,Commune hors attraction des villes,30
67148,000,Commune hors attraction des villes,30
67149,010,Strasbourg (partie française),20
67150,010,Strasbourg (partie française),20
67151,010,Strasbourg (partie française),20
67152,010,Strasbourg (partie française),20
67153,010,Strasbourg (partie française),20
67154,010,Strasbourg (partie française),20
67155,010,Strasbourg (partie française),20
67156,010,Strasbourg (partie française),20
67159,170,Sarrebourg,20
67160,000,Commune hors attraction des villes,30
67161,010,Strasbourg (partie française),20
67162,000,Commune hors attraction des villes,30
67163,010,Strasbourg (partie française),20
67164,010,Strasbourg (partie française),20
67165,000,Commune hors attraction des villes,30
67166,010,Strasbourg (partie française),20
67167,010,Strasbourg (partie française),20
67168,010,Strasbourg (partie française),20
67169,010,Strasbourg (partie française),20
67172,010,Strasbourg (partie française),20
67173,010,Strasbourg (partie française),20
67174,127,Haguenau,20
67176,127,Haguenau,20
67177,127,Haguenau,20
67178,000,Commune hors attraction des villes,30
67179,010,Strasbourg (partie française),20
67180,127,Haguenau,11
67181,010,Strasbourg (partie française),20
67182,010,Strasbourg (partie française),20
67183,537,Sarre-Union,20
67184,000,Commune hors attraction des villes,30
67185,000,Commune hors attraction des villes,30
67186,127,Haguenau,20
67187,158,Sélestat,20
67188,010,Strasbourg (partie française),20
67189,010,Strasbourg (partie française),20
67190,010,Strasbourg (partie française),20
67191,121,Sarreguemines (partie française),20
67192,010,Strasbourg (partie française),20
67194,010,Strasbourg (partie française),20
67195,158,Sélestat,20
67196,158,Sélestat,20
67197,010,Strasbourg (partie française),20
67198,000,Commune hors attraction des villes,30
67199,000,Commune hors attraction des villes,30
67200,010,Strasbourg (partie française),20
67201,000,Commune hors attraction des villes,30
67202,010,Strasbourg (partie française),20
67203,010,Strasbourg (partie française),20
67204,010,Strasbourg (partie française),12
67205,010,Strasbourg (partie française),20
67206,000,Commune hors attraction des villes,30
67208,010,Strasbourg (partie française),20
67209,010,Strasbourg (partie française),20
67210,000,Commune hors attraction des villes,30
67212,010,Strasbourg (partie française),20
67213,000,Commune hors attraction des villes,30
67214,010,Strasbourg (partie française),20
67215,010,Strasbourg (partie française),20
67216,010,Strasbourg (partie française),20
67217,010,Strasbourg (partie française),20
67218,010,Strasbourg (partie française),12
67220,010,Strasbourg (partie française),20
67221,368,Wissembourg (partie française),20
67222,010,Strasbourg (partie française),20
67223,010,Strasbourg (partie française),20
67225,010,Strasbourg (partie française),20
67226,010,Strasbourg (partie française),20
67227,000,Commune hors attraction des villes,30
67228,010,Strasbourg (partie française),20
67229,010,Strasbourg (partie française),20
67230,127,Haguenau,20
67231,000,Commune hors attraction des villes,30
67232,000,Commune hors attraction des villes,30
67233,010,Strasbourg (partie française),20
67234,000,Commune hors attraction des villes,30
67235,000,Commune hors attraction des villes,30
67236,010,Strasbourg (partie française),20
67237,010,Strasbourg (partie française),20
67238,127,Haguenau,20
67239,158,Sélestat,20
67240,010,Strasbourg (partie française),20
67241,170,Sarrebourg,20
67242,010,Strasbourg (partie française),20
67244,010,Strasbourg (partie française),20
67245,010,Strasbourg (partie française),20
67246,010,Strasbourg (partie française),20
67247,010,Strasbourg (partie française),20
67248,010,Strasbourg (partie française),20
67249,010,Strasbourg (partie française),20
67250,010,Strasbourg (partie française),20
67252,010,Strasbourg (partie française),20
67253,010,Strasbourg (partie française),20
67254,127,Haguenau,20
67255,158,Sélestat,20
67256,010,Strasbourg (partie française),20
67257,127,Haguenau,20
67258,010,Strasbourg (partie française),20
67259,127,Haguenau,20
67260,127,Haguenau,20
67261,000,Commune hors attraction des villes,30
67263,000,Commune hors attraction des villes,30
67264,000,Commune hors attraction des villes,30
67265,000,Commune hors attraction des villes,30
67266,010,Strasbourg (partie française),20
67267,010,Strasbourg (partie française),12
67268,010,Strasbourg (partie française),20
67269,010,Strasbourg (partie française),20
67270,010,Strasbourg (partie française),20
67271,000,Commune hors attraction des villes,30
67272,010,Strasbourg (partie française),20
67273,000,Commune hors attraction des villes,30
67274,000,Commune hors attraction des villes,30
67275,010,Strasbourg (partie française),20
67276,010,Strasbourg (partie française),20
67277,570,Marckolsheim,12
67278,000,Commune hors attraction des villes,30
67279,010,Strasbourg (partie française),20
67280,158,Sélestat,20
67281,570,Marckolsheim,11
67282,010,Strasbourg (partie française),20
67283,010,Strasbourg (partie française),20
67285,010,Strasbourg (partie française),20
67286,010,Strasbourg (partie française),20
67287,010,Strasbourg (partie française),20
67288,000,Commune hors attraction des villes,30
67289,010,Strasbourg (partie française),20
67290,127,Haguenau,20
67291,127,Haguenau,20
67292,127,Haguenau,20
67293,010,Strasbourg (partie française),20
67295,000,Commune hors attraction des villes,30
67296,010,Strasbourg (partie française),12
67298,010,Strasbourg (partie française),20
67299,010,Strasbourg (partie française),20
67300,010,Strasbourg (partie française),20
67301,010,Strasbourg (partie française),20
67302,010,Strasbourg (partie française),20
67303,127,Haguenau,20
67304,010,Strasbourg (partie française),20
67305,000,Commune hors attraction des villes,30
67306,010,Strasbourg (partie française),20
67307,000,Commune hors attraction des villes,30
67308,000,Commune hors attraction des villes,30
67309,010,Strasbourg (partie française),20
67310,158,Sélestat,20
67311,158,Sélestat,20
67312,010,Strasbourg (partie française),20
67313,010,Strasbourg (partie française),20
67314,000,Commune hors attraction des villes,30
67315,000,Commune hors attraction des villes,30
67317,158,Sélestat,20
67319,000,Commune hors attraction des villes,30
67320,158,Sélestat,20
67321,010,Strasbourg (partie française),20
67322,000,Commune hors attraction des villes,30
67324,646,Niederbronn-les-Bains,11
67325,010,Strasbourg (partie française),20
67326,010,Strasbourg (partie française),20
67327,000,Commune hors attraction des villes,30
67328,127,Haguenau,20
67329,010,Strasbourg (partie française),20
67330,000,Commune hors attraction des villes,30
67331,010,Strasbourg (partie française),20
67333,000,Commune hors attraction des villes,30
67334,000,Commune hors attraction des villes,30
67335,010,Strasbourg (partie française),20
67336,010,Strasbourg (partie française),20
67337,000,Commune hors attraction des villes,30
67338,010,Strasbourg (partie française),20
67339,000,Commune hors attraction des villes,30
67340,000,Commune hors attraction des villes,30
67341,000,Commune hors attraction des villes,30
67342,010,Strasbourg (partie française),20
67343,010,Strasbourg (partie française),12
67344,368,Wissembourg (partie française),20
67345,127,Haguenau,20
67346,000,Commune hors attraction des villes,30
67347,010,Strasbourg (partie française),20
67348,010,Strasbourg (partie française),20
67349,000,Commune hors attraction des villes,30
67350,010,Strasbourg (partie française),20
67351,368,Wissembourg (partie française),20
67352,000,Commune hors attraction des villes,30
67353,000,Commune hors attraction des villes,30
67354,010,Strasbourg (partie française),20
67355,121,Sarreguemines (partie française),20
67356,010,Strasbourg (partie française),20
67358,000,Commune hors attraction des villes,30
67359,127,Haguenau,20
67360,158,Sélestat,20
67361,010,Strasbourg (partie française),20
67362,158,Sélestat,20
67363,010,Strasbourg (partie française),20
67364,010,Strasbourg (partie française),20
67365,010,Strasbourg (partie française),12
67366,010,Strasbourg (partie française),20
67367,010,Strasbourg (partie française),20
67368,010,Strasbourg (partie française),20
67369,000,Commune hors attraction des villes,30
67370,000,Commune hors attraction des villes,30
67371,000,Commune hors attraction des villes,30
67372,010,Strasbourg (partie française),20
67373,000,Commune hors attraction des villes,30
67375,010,Strasbourg (partie française),20
67377,010,Strasbourg (partie française),20
67378,010,Strasbourg (partie française),20
67379,000,Commune hors attraction des villes,30
67380,000,Commune hors attraction des villes,30
67381,000,Commune hors attraction des villes,30
67382,010,Strasbourg (partie française),20
67383,010,Strasbourg (partie française),20
67384,000,Commune hors attraction des villes,30
67385,000,Commune hors attraction des villes,30
67386,170,Sarrebourg,20
67387,010,Strasbourg (partie française),20
67388,611,Reichshoffen,11
67389,010,Strasbourg (partie française),20
67391,010,Strasbourg (partie française),20
67392,000,Commune hors attraction des villes,30
67394,000,Commune hors attraction des villes,30
67395,010,Strasbourg (partie française),20
67396,000,Commune hors attraction des villes,30
67397,010,Strasbourg (partie française),20
67398,158,Sélestat,20
67400,368,Wissembourg (partie française),20
67401,537,Sarre-Union,20
67403,010,Strasbourg (partie française),20
67404,000,Commune hors attraction des villes,30
67405,000,Commune hors attraction des villes,30
67406,010,Strasbourg (partie française),20
67407,010,Strasbourg (partie française),20
67408,010,Strasbourg (partie française),20
67409,000,Commune hors attraction des villes,30
67410,010,Strasbourg (partie française),20
67411,010,Strasbourg (partie française),20
67412,010,Strasbourg (partie française),20
67413,000,Commune hors attraction des villes,30
67414,000,Commune hors attraction des villes,30
67415,000,Commune hors attraction des villes,30
67416,368,Wissembourg (partie française),20
67417,010,Strasbourg (partie française),20
67418,000,Commune hors attraction des villes,30
67420,010,Strasbourg (partie française),20
67421,000,Commune hors attraction des villes,30
67422,000,Commune hors attraction des villes,30
67423,010,Strasbourg (partie française),20
67424,010,Strasbourg (partie française),20
67425,010,Strasbourg (partie française),20
67426,158,Sélestat,20
67427,158,Sélestat,20
67428,010,Strasbourg (partie française),20
67429,010,Strasbourg (partie française),20
67430,158,Sélestat,20
67432,000,Commune hors attraction des villes,30
67433,010,Strasbourg (partie française),20
67434,537,Sarre-Union,11
67435,537,Sarre-Union,20
67436,000,Commune hors attraction des villes,30
67437,010,Strasbourg (partie française),20
67438,010,Strasbourg (partie française),20
67440,000,Commune hors attraction des villes,30
67441,010,Strasbourg (partie française),20
67442,010,Strasbourg (partie française),20
67443,000,Commune hors attraction des villes,30
67444,010,Strasbourg (partie française),20
67445,158,Sélestat,20
67446,000,Commune hors attraction des villes,30
67447,010,Strasbourg (partie française),12
67448,010,Strasbourg (partie française),20
67449,127,Haguenau,20
67450,127,Haguenau,20
67451,368,Wissembourg (partie française),20
67452,010,Strasbourg (partie française),20
67453,000,Commune hors attraction des villes,30
67454,000,Commune hors attraction des villes,30
67455,000,Commune hors attraction des villes,30
67456,537,Sarre-Union,20
67458,127,Haguenau,20
67459,010,Strasbourg (partie française),20
67460,010,Strasbourg (partie française),20
67461,158,Sélestat,20
67462,158,Sélestat,11
67463,000,Commune hors attraction des villes,30
67464,010,Strasbourg (partie française),20
67465,010,Strasbourg (partie française),20
67466,000,Commune hors attraction des villes,30
67467,000,Commune hors attraction des villes,30
67468,121,Sarreguemines (partie française),20
67470,010,Strasbourg (partie française),20
67471,010,Strasbourg (partie française),20
67472,000,Commune hors attraction des villes,30
67473,010,Strasbourg (partie française),20
67474,673,Soultz-sous-Forêts,11
67475,000,Commune hors attraction des villes,30
67476,010,Strasbourg (partie française),20
67477,158,Sélestat,20
67478,010,Strasbourg (partie française),20
67479,368,Wissembourg (partie française),20
67480,010,Strasbourg (partie française),20
67481,010,Strasbourg (partie française),20
67482,010,Strasbourg (partie française),11
67483,000,Commune hors attraction des villes,30
67484,000,Commune hors attraction des villes,30
67485,010,Strasbourg (partie française),20
67486,000,Commune hors attraction des villes,30
67487,127,Haguenau,20
67488,000,Commune hors attraction des villes,30
67489,010,Strasbourg (partie française),20
67490,158,Sélestat,20
67491,000,Commune hors attraction des villes,30
67492,010,Strasbourg (partie française),20
67493,158,Sélestat,20
67494,000,Commune hors attraction des villes,30
67495,010,Strasbourg (partie française),20
67497,010,Strasbourg (partie française),20
67498,000,Commune hors attraction des villes,30
67499,000,Commune hors attraction des villes,30
67500,010,Strasbourg (partie française),20
67501,010,Strasbourg (partie française),20
67502,127,Haguenau,20
67503,010,Strasbourg (partie française),20
67504,010,Strasbourg (partie française),20
67505,158,Sélestat,20
67506,010,Strasbourg (partie française),20
67507,158,Sélestat,20
67508,537,Sarre-Union,20
67509,000,Commune hors attraction des villes,30
67510,010,Strasbourg (partie française),20
67511,127,Haguenau,20
